iteration,applied_learning_rate,next_learning_rate,exponent,active,ema_max_kl,hold_streak,cooldown_remaining,promoted,max_approx_kl,cumulative_games,final_clip_fraction,entropy,epochs_completed,update_seconds
345,0.00019753086419753088,0.00019753086419753088,4,True,0.0013747001788941575,0,55,False,0.0014970422596159718,2656000,0.01667,0.26137,16,1.19145
346,0.00019753086419753088,0.00019753086419753088,4,True,0.0013472877345200496,0,54,False,0.0011005757351530774,2664000,0.00987,0.26155,16,1.29475
347,0.00019753086419753088,0.00019753086419753088,4,True,0.001357412373131864,0,53,False,0.0014485341206381954,2672000,0.01576,0.26231,16,1.27973
348,0.00019753086419753088,0.00019753086419753088,4,True,0.0013504650223913504,0,52,False,0.0012879388657267288,2680000,0.01475,0.2623,16,1.35923
349,0.00019753086419753088,0.00019753086419753088,4,True,0.0013494026229792955,0,51,False,0.0013398410282708024,2688000,0.01412,0.26074,16,1.21159
350,0.00019753086419753088,0.00019753086419753088,4,True,0.0013491196122833522,0,50,False,0.0013465725160198621,2696000,0.01446,0.26083,16,1.29834
351,0.00019753086419753088,0.00019753086419753088,4,True,0.001355536558107521,0,49,False,0.0014132890705250397,2700000,0.01553,0.26166,16,0.61729
352,0.00019753086419753088,0.00019753086419753088,4,True,0.0013497689712849178,0,48,False,0.0012978606898814908,2708000,0.01377,0.25982,16,1.2771
353,0.00019753086419753088,0.00019753086419753088,4,True,0.0013457687806307946,0,47,False,0.0013097670647436851,2716000,0.01285,0.26125,16,1.21543
354,0.00019753086419753088,0.00019753086419753088,4,True,0.0013433011238537249,0,46,False,0.0013210922128600985,2724000,0.01319,0.26114,16,1.29772
355,0.00019753086419753088,0.00019753086419753088,4,True,0.0013496462500471437,0,45,False,0.001406752385787914,2732000,0.01547,0.26212,16,1.20423
356,0.00019753086419753088,0.00019753086419753088,4,True,0.0013652541485699012,0,44,False,0.001505725235274719,2740000,0.01736,0.26283,16,1.20883
357,0.00019753086419753088,0.00019753086419753088,4,True,0.0013555168232039858,0,43,False,0.0012678808949107485,2748000,0.0141,0.25986,16,1.2885
358,0.00019753086419753088,0.00019753086419753088,4,True,0.001351315745299699,0,42,False,0.0013135060441611173,2756000,0.01326,0.26298,16,1.21944
359,0.00019753086419753088,0.00019753086419753088,4,True,0.001344805347346678,0,41,False,0.001286211765769491,2764000,0.01363,0.25885,16,1.20866
360,0.00019753086419753088,0.00019753086419753088,4,True,0.0013342681881381181,0,40,False,0.0012394337552610794,2772000,0.01332,0.26158,16,1.21713
361,0.00019753086419753088,0.00019753086419753088,4,True,0.001348733290650699,0,39,False,0.0014789192132639267,2780000,0.01556,0.26585,16,1.22003
362,0.00019753086419753088,0.00019753086419753088,4,True,0.0013502474753781814,0,38,False,0.0013638751379255224,2788000,0.01514,0.26001,16,1.2939
363,0.00019753086419753088,0.00019753086419753088,4,True,0.0013709279969534676,0,37,False,0.0015570526911310428,2796000,0.0174,0.26409,16,1.29989
364,0.00019753086419753088,0.00019753086419753088,4,True,0.0013855193433578322,0,36,False,0.0015168414609971136,2800000,0.01833,0.26061,16,0.62836
365,0.00019753086419753088,0.00019753086419753088,4,True,0.001387778445524254,0,35,False,0.0014081103650220518,2808000,0.01606,0.25988,16,1.19317
366,0.00019753086419753088,0.00019753086419753088,4,True,0.0013824345040196256,0,34,False,0.0013343390304779708,2816000,0.01431,0.26173,16,1.20733
367,0.00019753086419753088,0.00019753086419753088,4,True,0.0013615392742009295,0,33,False,0.001173482205832666,2824000,0.01213,0.26219,16,1.2088
368,0.00019753086419753088,0.00019753086419753088,4,True,0.0013543370722242363,0,32,False,0.0012895172544339973,2832000,0.0142,0.26294,16,1.30222
369,0.00019753086419753088,0.00019753086419753088,4,True,0.0013522847627783214,0,31,False,0.001333813977765086,2840000,0.01384,0.26197,16,1.29202
370,0.00019753086419753088,0.00019753086419753088,4,True,0.0013462981827868257,0,30,False,0.0012924189628633644,2848000,0.01358,0.25908,16,1.21176
371,0.00019753086419753088,0.00019753086419753088,4,True,0.0013381996391034503,0,29,False,0.0012653127459530706,2856000,0.01268,0.26136,16,1.21141
372,0.00019753086419753088,0.00019753086419753088,4,True,0.001340337622130179,0,28,False,0.0013595794693707385,2864000,0.01594,0.25714,16,1.19867
373,0.00019753086419753088,0.00019753086419753088,4,True,0.0013460985000355872,0,27,False,0.001397946401184262,2872000,0.01461,0.26233,16,1.20747
374,0.00019753086419753088,0.00019753086419753088,4,True,0.0013675396481111625,0,26,False,0.0015605099807913406,2880000,0.01733,0.26199,16,1.21664
375,0.00019753086419753088,0.00019753086419753088,4,True,0.001373301011542285,0,25,False,0.0014251532824223895,2888000,0.01645,0.26307,16,1.20874
376,0.00019753086419753088,0.00019753086419753088,4,True,0.0013656356127026829,0,24,False,0.0012966470231462633,2896000,0.01366,0.26014,16,1.21166
377,0.00019753086419753088,0.00019753086419753088,4,True,0.0013714497120015504,0,23,False,0.0014237766056913578,2900000,0.01654,0.26663,16,0.6418
378,0.00019753086419753088,0.00019753086419753088,4,True,0.001377611420434857,0,22,False,0.0014330667963346156,2908000,0.01427,0.26125,16,1.28281
379,0.00019753086419753088,0.00019753086419753088,4,True,0.0013722037036647068,0,21,False,0.0013235342527333543,2916000,0.01361,0.25909,16,1.28764
380,0.00019753086419753088,0.00019753086419753088,4,True,0.001376855064664038,0,20,False,0.0014187173136580198,2924000,0.01627,0.26009,16,1.21746
381,0.00019753086419753088,0.00019753086419753088,4,True,0.0014036761772324895,0,19,False,0.0016450661903485535,2932000,0.01887,0.26191,16,1.27828
382,0.00019753086419753088,0.00019753086419753088,4,True,0.0014241943313163703,0,18,False,0.0016088577180712975,2940000,0.01835,0.26221,16,1.32094
383,0.00019753086419753088,0.00019753086419753088,4,True,0.0014268189389843586,0,17,False,0.001450440407996254,2948000,0.0147,0.26172,16,1.28411
384,0.00019753086419753088,0.00019753086419753088,4,True,0.0014364449679438224,0,16,False,0.0015230792285789965,2956000,0.01692,0.26368,16,1.19427
385,0.00019753086419753088,0.00019753086419753088,4,True,0.0014202677450772226,0,15,False,0.001274672739277824,2964000,0.01262,0.26408,16,1.29578
386,0.00019753086419753088,0.00019753086419753088,4,True,0.0014099198663464843,0,14,False,0.0013167889577698395,2972000,0.01291,0.2624,16,1.29199
387,0.00019753086419753088,0.00019753086419753088,4,True,0.001417214078084758,0,13,False,0.0014828619837292222,2980000,0.01706,0.26269,16,1.30117
388,0.00019753086419753088,0.00019753086419753088,4,True,0.0014306354993310546,0,12,False,0.0015514282905477233,2988000,0.01779,0.26412,16,1.21252
389,0.00019753086419753088,0.00019753086419753088,4,True,0.0014257945691099239,0,11,False,0.0013822261971197494,2996000,0.01522,0.26065,16,1.21007
390,0.00019753086419753088,0.00019753086419753088,4,True,0.0014661961092097449,0,10,False,0.001829809970108134,3000000,0.02281,0.26091,16,0.61561
391,0.00019753086419753088,0.00019753086419753088,4,True,0.0014550168889583728,0,9,False,0.0013544039066960226,3008000,0.01515,0.2599,16,1.20193
392,0.00019753086419753088,0.00019753086419753088,4,True,0.001437104168365005,0,8,False,0.001275889683024693,3016000,0.01331,0.26377,16,1.20114
393,0.00019753086419753088,0.00019753086419753088,4,True,0.0014114343232508352,0,7,False,0.0011804057172233081,3024000,0.01171,0.26021,16,1.2079
394,0.00019753086419753088,0.00019753086419753088,4,True,0.001396400627790784,0,6,False,0.001261097368650325,3032000,0.01186,0.2593,16,1.28017
395,0.00019753086419753088,0.00019753086419753088,4,True,0.001400179564766857,0,5,False,0.0014341899975515138,3040000,0.01581,0.26338,16,1.27391
396,0.00019753086419753088,0.00019753086419753088,4,True,0.0013768231848372092,0,4,False,0.0011666157654703795,3048000,0.01222,0.25865,16,1.28474
397,0.00019753086419753088,0.00019753086419753088,4,True,0.001355643470386525,0,3,False,0.0011650260403303651,3056000,0.01243,0.2639,16,1.28979
398,0.00019753086419753088,0.00019753086419753088,4,True,0.0013631676207854554,0,2,False,0.0014308849743758277,3064000,0.01712,0.26047,16,1.20622
399,0.00019753086419753088,0.00019753086419753088,4,True,0.001372142350489193,0,1,False,0.0014529149178228317,3072000,0.01607,0.26279,16,1.29638
400,0.00019753086419753088,0.00019753086419753088,4,True,0.0013729950704755912,0,0,False,0.0013806695503531731,3080000,0.01595,0.25895,16,1.20706
401,0.00019753086419753088,0.00019753086419753088,4,True,0.0013833047336048224,1,0,False,0.001476091701767904,3088000,0.01635,0.26035,16,1.21625
402,0.00019753086419753088,0.00019753086419753088,4,True,0.0013890526983843252,2,0,False,0.0014407843813998508,3096000,0.01585,0.26143,16,1.29036
403,0.00019753086419753088,0.00019753086419753088,4,True,0.0014024078894964117,3,0,False,0.0015226046095051906,3100000,0.01818,0.26389,16,0.66426
404,0.00019753086419753088,0.00019753086419753088,4,True,0.0013921537932187955,4,0,False,0.0012998669267202485,3108000,0.0131,0.26061,16,1.21952
405,0.00019753086419753088,0.00019753086419753088,4,True,0.0013822815279498372,5,0,False,0.0012934311405292122,3116000,0.01268,0.25991,16,1.27345
406,0.00019753086419753088,0.00019753086419753088,4,True,0.001387784722524603,6,0,False,0.0014373134736974966,3124000,0.0157,0.26359,16,1.26952
407,0.00019753086419753088,0.00019753086419753088,4,True,0.0014023342251884812,7,0,False,0.0015332797491633848,3132000,0.01776,0.2621,16,1.21107
408,0.00019753086419753088,0.00019753086419753088,4,True,0.0014116715091304843,8,0,False,0.0014957070646085112,3140000,0.01685,0.26467,16,1.22176
409,0.00019753086419753088,0.00019753086419753088,4,True,0.0014043693189706155,9,0,False,0.0013386496075317943,3148000,0.01445,0.26147,16,1.29651
410,0.00019753086419753088,0.00019753086419753088,4,True,0.001414511590071374,10,0,False,0.0015057920299782013,3156000,0.01587,0.26068,16,1.21365
411,0.00019753086419753088,0.00019753086419753088,4,True,0.0014089665447507979,11,0,False,0.001359061136865613,3164000,0.01484,0.25976,16,1.21059
412,0.00019753086419753088,0.00019753086419753088,4,True,0.001405571683040482,12,0,False,0.0013750179276476398,3172000,0.01546,0.25828,16,1.21394
413,0.00019753086419753088,0.00019753086419753088,4,True,0.0013946642864230657,13,0,False,0.0012964977168663187,3180000,0.01431,0.26053,16,1.29241
414,0.00019753086419753088,0.00019753086419753088,4,True,0.0013974729928221768,14,0,False,0.0014227513504141752,3188000,0.01677,0.26196,16,1.20813
415,0.00019753086419753088,0.00019753086419753088,4,True,0.0013971613321444704,15,0,False,0.0013943563860451137,3196000,0.01455,0.25763,16,1.21049
416,0.00019753086419753088,0.00019753086419753088,4,True,0.001432757062210771,16,0,False,0.0017531186328074778,3200000,0.02085,0.26081,16,0.61602
417,0.00019753086419753088,0.00019753086419753088,4,True,0.0014294585236664793,17,0,False,0.0013997716767678544,3208000,0.0145,0.25979,16,1.20877
418,0.00019753086419753088,0.00019753086419753088,4,True,0.001397644199797652,18,0,False,0.001111315284978207,3216000,0.01054,0.26069,16,1.26853
419,0.00019753086419753088,0.00019753086419753088,4,True,0.0013946139956676727,19,0,False,0.0013673421584978595,3224000,0.01496,0.2667,16,1.21018
420,0.00019753086419753088,0.00019753086419753088,4,True,0.0013787818701359675,20,0,False,0.0012362927403506206,3232000,0.0117,0.25958,16,1.29442
421,0.00019753086419753088,0.00019753086419753088,4,True,0.0013878326955731692,21,0,False,0.0014692901245079845,3240000,0.01591,0.26195,16,1.2087
422,0.00019753086419753088,0.00019753086419753088,4,True,0.001373639727320684,22,0,False,0.0012459030130483185,3248000,0.01228,0.2634,16,1.28665
423,0.00019753086419753088,0.00019753086419753088,4,True,0.0013675190205584462,23,0,False,0.0013124326596983071,3256000,0.01345,0.26277,16,1.2092
424,0.00019753086419753088,0.00019753086419753088,4,True,0.001355659348322608,24,0,False,0.001248922298200062,3264000,0.0111,0.2587,16,1.29616
425,0.00019753086419753088,0.00019753086419753088,4,True,0.0013501748291764525,25,0,False,0.001300814156861053,3272000,0.01381,0.26117,16,1.29168
426,0.00019753086419753088,0.00019753086419753088,4,True,0.001358029011545157,26,0,False,0.001428716652863496,3280000,0.01478,0.26021,16,1.20293
427,0.00019753086419753088,0.00019753086419753088,4,True,0.001361125530804258,27,0,False,0.0013889942041361689,3288000,0.01521,0.25707,16,1.21028
428,0.00019753086419753088,0.00019753086419753088,4,True,0.001342403913153378,28,0,False,0.0011739093542954568,3296000,0.01109,0.2594,16,1.28173
429,0.00019753086419753088,0.00019753086419753088,4,True,0.001345578642538355,29,0,False,0.001374151207003149,3300000,0.01631,0.25373,16,0.64575
430,0.00019753086419753088,0.00019753086419753088,4,True,0.0013547494657948848,30,0,False,0.001437286875103652,3308000,0.01547,0.25886,16,1.21322
431,0.00019753086419753088,0.00019753086419753088,4,True,0.0013597349095709438,31,0,False,0.001404603903555473,3316000,0.01606,0.25861,16,1.34489
432,0.00019753086419753088,0.00019753086419753088,4,True,0.00135881251492668,32,0,False,0.0013505109631283061,3324000,0.01436,0.26257,16,1.28509
433,0.00019753086419753088,0.00019753086419753088,4,True,0.0013729797232875324,33,0,False,0.0015004845985352043,3332000,0.01682,0.26019,16,1.27827
434,0.00019753086419753088,0.00019753086419753088,4,True,0.001363079773264439,34,0,False,0.0012739802230565987,3340000,0.01336,0.25801,16,1.20944
435,0.00019753086419753088,0.00019753086419753088,4,True,0.0013475893253861522,35,0,False,0.0012081752944815719,3348000,0.01228,0.25732,16,1.21756
436,0.00019753086419753088,0.00019753086419753088,4,True,0.0013414674736355664,36,0,False,0.0012863708078802935,3356000,0.01233,0.258,16,1.28862
437,0.00019753086419753088,0.00019753086419753088,4,True,0.0013462133915608182,37,0,False,0.0013889266528880843,3364000,0.01549,0.26134,16,1.21575
438,0.00019753086419753088,0.00019753086419753088,4,True,0.0013468820935301426,38,0,False,0.0013529004112540616,3372000,0.01384,0.26008,16,1.21569
439,0.00019753086419753088,0.00019753086419753088,4,True,0.001350121129884284,39,0,False,0.0013792724570715579,3380000,0.01408,0.26096,16,1.21121
440,0.00019753086419753088,0.00019753086419753088,4,True,0.0013463431288074886,40,0,False,0.00131234111911633,3388000,0.01428,0.26077,16,1.21082
441,0.00019753086419753088,0.00019753086419753088,4,True,0.0013424282767779598,41,0,False,0.001307194608512201,3396000,0.0141,0.26018,16,1.20916
442,0.00019753086419753088,0.00019753086419753088,4,True,0.001379730397775552,42,0,False,0.0017154494867538828,3400000,0.02185,0.26106,16,0.66378
443,0.00019753086419753088,0.00019753086419753088,4,True,0.0013706271796567967,43,0,False,0.0012886982165879973,3408000,0.01512,0.25943,16,1.27547
444,0.00019753086419753088,0.00019753086419753088,4,True,0.001360649053992942,44,0,False,0.0012708459230182491,3416000,0.01325,0.26238,16,1.21323
445,0.00019753086419753088,0.00019753086419753088,4,True,0.001379114535795142,45,0,False,0.0015453038720149408,3424000,0.01796,0.26288,16,1.20222
446,0.00019753086419753088,0.00019753086419753088,4,True,0.0013803037299243964,46,0,False,0.001391006477087685,3432000,0.01585,0.26167,16,1.21624
447,0.00019753086419753088,0.00019753086419753088,4,True,0.0013799192988528221,47,0,False,0.0013764594192086535,3440000,0.01508,0.25696,16,1.29613
448,0.00019753086419753088,0.00019753086419753088,4,True,0.001370292203444052,48,0,False,0.0012836483447651202,3448000,0.01312,0.25805,16,1.21165
449,0.00019753086419753088,0.00019753086419753088,4,True,0.0013651773930232652,49,0,False,0.0013191440992361848,3456000,0.01346,0.26116,16,1.21269
450,0.00019753086419753088,0.00019753086419753088,4,True,0.001380928878097496,50,0,False,0.0015226922437655726,3464000,0.01737,0.25998,16,1.29266
451,0.00019753086419753088,0.00019753086419753088,4,True,0.0013663435975400362,51,0,False,0.0012350760725228982,3472000,0.01256,0.25578,16,1.28558
452,0.00019753086419753088,0.00019753086419753088,4,True,0.0013638582105692046,52,0,False,0.0013414897278317185,3480000,0.01563,0.25683,16,1.21495
453,0.00019753086419753088,0.00019753086419753088,4,True,0.0013556171222139698,53,0,False,0.0012814473270168576,3488000,0.01206,0.25776,16,1.20739
454,0.00019753086419753088,0.00019753086419753088,4,True,0.001369698074669004,54,0,False,0.001496426646764312,3496000,0.01687,0.25826,16,1.29101
455,0.00019753086419753088,0.00019753086419753088,4,True,0.0014045883831818376,55,0,False,0.001718601159797341,3500000,0.02223,0.25996,16,0.62542
456,0.00019753086419753088,0.00019753086419753088,4,True,0.0014048692467416466,56,0,False,0.0014073970187799267,3508000,0.01559,0.25805,16,1.19686
457,0.00019753086419753088,0.00019753086419753088,4,True,0.0014044530577233824,57,0,False,0.0014007073565590067,3516000,0.01539,0.26164,16,1.21273
458,0.00019753086419753088,0.00019753086419753088,4,True,0.001395863039588943,58,0,False,0.001318552876378988,3524000,0.01497,0.26078,16,1.21926
459,0.00019753086419753088,0.00019753086419753088,4,True,0.0013721022085456057,59,0,False,0.0011582547291555695,3532000,0.01121,0.25963,16,1.21551
460,0.00019753086419753088,0.00019753086419753088,4,True,0.0013743559659647859,60,0,False,0.0013946397827374083,3540000,0.01523,0.26007,16,1.23237
461,0.00019753086419753088,0.00019753086419753088,4,True,0.001380439182628074,61,0,False,0.0014351881325976661,3548000,0.01649,0.26264,16,1.21133
462,0.00019753086419753088,0.00019753086419753088,4,True,0.0013762487916917482,62,0,False,0.0013385352732648173,3556000,0.01441,0.2574,16,1.28974
463,0.00019753086419753088,0.00019753086419753088,4,True,0.0013669114059181487,63,0,False,0.0012828749339557526,3564000,0.01368,0.25981,16,1.21401
464,0.00019753086419753088,0.00019753086419753088,4,True,0.0013469938860781298,64,0,False,0.0011677362075179613,3572000,0.01154,0.26024,16,1.25132
465,0.00019753086419753088,0.00019753086419753088,4,True,0.00135482696595976,65,0,False,0.0014253246848944326,3580000,0.01505,0.25988,16,1.21188
466,0.00019753086419753088,0.00019753086419753088,4,True,0.0013555472796577955,66,0,False,0.001362030102940114,3588000,0.01479,0.25632,16,1.29607
467,0.00019753086419753088,0.00019753086419753088,4,True,0.0013694862415269992,67,0,False,0.0014949368983498315,3596000,0.01724,0.25681,16,1.29218
468,0.00019753086419753088,0.00019753086419753088,4,True,0.0014169566604778773,68,0,False,0.0018441904310357805,3600000,0.02373,0.25703,16,0.6239
469,0.00019753086419753088,0.00019753086419753088,4,True,0.0014127145840646387,69,0,False,0.001374535896345492,3608000,0.01421,0.25954,16,1.21029
470,0.00019753086419753088,0.00019753086419753088,4,True,0.0014131674960690805,70,0,False,0.001417243704109057,3616000,0.01556,0.25878,16,1.20608
471,0.00019753086419753088,0.00019753086419753088,4,True,0.0014073178040982732,71,0,False,0.001354670576361009,3624000,0.01535,0.25866,16,1.2873
472,0.00019753086419753088,0.00019753086419753088,4,True,0.0014131599375509622,72,0,False,0.0014657391386251647,3632000,0.01657,0.26011,16,1.2875
473,0.00019753086419753088,0.00019753086419753088,4,True,0.0014053968384657685,73,0,False,0.0013355289466990257,3640000,0.01464,0.25788,16,1.29555
474,0.00019753086419753088,0.00019753086419753088,4,True,0.0014072614206547488,74,0,False,0.0014240426603555714,3648000,0.01559,0.25917,16,1.20284
475,0.00019753086419753088,0.00019753086419753088,4,True,0.0014134921780973482,75,0,False,0.0014695689950807447,3656000,0.01623,0.26137,16,1.28639
476,0.00019753086419753088,0.00019753086419753088,4,True,0.0014211781737298256,76,0,False,0.0014903521344221205,3664000,0.01665,0.26179,16,1.28119
477,0.00019753086419753088,0.00019753086419753088,4,True,0.0014140085812682677,77,0,False,0.0013494822491142457,3672000,0.01448,0.25731,16,1.2888
478,0.00019753086419753088,0.00019753086419753088,4,True,0.0014176406971524586,78,0,False,0.0014503297401101782,3680000,0.01601,0.25689,16,1.2807
479,0.00019753086419753088,0.00019753086419753088,4,True,0.0014228932941464307,79,0,False,0.00147016666709218,3688000,0.01687,0.25659,16,1.19267
480,0.00019753086419753088,0.00019753086419753088,4,True,0.0013921259299799244,80,0,False,0.0011152196524813662,3696000,0.01046,0.26039,16,1.20935
481,0.00019753086419753088,0.00019753086419753088,4,True,0.0014320859159072828,81,0,False,0.0017917257892535086,3700000,0.02383,0.25856,16,0.65802
482,0.00019753086419753088,0.00019753086419753088,4,True,0.001431057356983608,82,0,False,0.0014218003266705341,3708000,0.01576,0.25747,16,1.20835
483,0.00019753086419753088,0.00019753086419753088,4,True,0.0014294457485431054,83,0,False,0.001414941272578582,3716000,0.01643,0.25964,16,1.28005
484,0.00019753086419753088,0.00019753086419753088,4,True,0.0014170513798735511,84,0,False,0.001305502061847562,3724000,0.01429,0.26057,16,1.21101
485,0.00019753086419753088,0.00019753086419753088,4,True,0.0014004629135307878,85,0,False,0.0012511667164459164,3732000,0.01243,0.26008,16,1.20838
486,0.00019753086419753088,0.00019753086419753088,4,True,0.001385722843889606,86,0,False,0.0012530622171189698,3740000,0.01319,0.25891,16,1.27961
487,0.00019753086419753088,0.00019753086419753088,4,True,0.0013873236088499936,87,0,False,0.0014017304934934819,3748000,0.01592,0.25829,16,1.27896
488,0.00019753086419753088,0.00019753086419753088,4,True,0.0013721028054841345,88,0,False,0.0012351155751914027,3756000,0.0133,0.25645,16,1.20587
489,0.00019753086419753088,0.00019753086419753088,4,True,0.0013801504122346012,89,0,False,0.0014525788729888012,3764000,0.01528,0.25941,16,1.21665
490,0.00019753086419753088,0.00019753086419753088,4,True,0.0013810404342764868,90,0,False,0.001389050632653457,3772000,0.01584,0.25792,16,1.2974
491,0.00019753086419753088,0.00019753086419753088,4,True,0.0013817169386789972,91,0,False,0.0013878054783015908,3780000,0.0159,0.26041,16,1.18825
492,0.00019753086419753088,0.00019753086419753088,4,True,0.0013743395046601052,92,0,False,0.0013079425984900757,3788000,0.01408,0.25898,16,1.21085
493,0.00019753086419753088,0.00019753086419753088,4,True,0.0013842895838189898,93,0,False,0.0014738402962489515,3796000,0.01669,0.25727,16,1.21017
494,0.00019753086419753088,0.00019753086419753088,4,True,0.0014185932526165597,94,0,False,0.001727326271794688,3800000,0.02117,0.25718,16,0.662
495,0.00019753086419753088,0.00019753086419753088,4,True,0.0013983511520601142,95,0,False,0.001216172247052105,3808000,0.01284,0.25678,16,1.2036
496,0.00019753086419753088,0.00019753086419753088,4,True,0.0013840121549120433,96,0,False,0.0012549611805794062,3816000,0.01303,0.2596,16,1.20534
497,0.00019753086419753088,0.00019753086419753088,4,True,0.0013881657826739556,97,0,False,0.0014255484325311667,3824000,0.01487,0.25707,16,1.30008
498,0.00019753086419753088,0.00019753086419753088,4,True,0.001388972632878247,98,0,False,0.00139623428471687,3832000,0.01581,0.25747,16,1.28761
499,0.00019753086419753088,0.00019753086419753088,4,True,0.0013919379636939018,99,0,False,0.0014186259410347963,3840000,0.0156,0.26049,16,1.20085
500,0.00019753086419753088,0.0002962962962962963,3,True,0.0013747679430728106,0,100,True,0.0012202377574829888,3848000,0.0121,0.2608,16,1.29974
501,0.0002962962962962963,0.0002962962962962963,3,True,0.001389851314033227,0,99,False,0.0015256016526769753,3856000,0.01558,0.25835,16,1.20797
502,0.0002962962962962963,0.0002962962962962963,3,True,0.001371331080774879,0,98,False,0.0012046489814497442,3864000,0.01209,0.25677,16,1.21689
503,0.0002962962962962963,0.0002962962962962963,3,True,0.0013814028295031284,0,97,False,0.001472048568057374,3872000,0.01612,0.25988,16,1.29983
504,0.0002962962962962963,0.0002962962962962963,3,True,0.0013635973725341546,0,96,False,0.00120334825981339,3880000,0.01259,0.25819,16,1.21163
505,0.0002962962962962963,0.0002962962962962963,3,True,0.001359331824921385,0,95,False,0.0013209418964064577,3888000,0.01399,0.26164,16,1.28474
506,0.0002962962962962963,0.0002962962962962963,3,True,0.0013454026721620538,0,94,False,0.0012200402973280746,3896000,0.01126,0.25921,16,1.30097
507,0.0002962962962962963,0.0002962962962962963,3,True,0.0013768335469450694,0,93,False,0.0016597114199922098,3900000,0.02093,0.25883,16,0.63077
508,0.0002962962962962963,0.0002962962962962963,3,True,0.0013613624327551024,0,92,False,0.0012221224050454,3908000,0.01087,0.25609,16,1.21338
509,0.0002962962962962963,0.0002962962962962963,3,True,0.0013517926517034417,0,91,False,0.0012656646222384959,3916000,0.01306,0.25999,16,1.20529
510,0.0002962962962962963,0.0002962962962962963,3,True,0.0013737620892933008,0,90,False,0.0015714870276020304,3924000,0.0174,0.26054,16,1.28491
511,0.0002962962962962963,0.0002962962962962963,3,True,0.0013714624437121794,0,89,False,0.0013507656334820863,3932000,0.01465,0.25731,16,1.2747
512,0.0002962962962962963,0.0002962962962962963,3,True,0.0013799597594441539,0,88,False,0.001456435601031924,3940000,0.01627,0.25893,16,1.21472
513,0.0002962962962962963,0.0002962962962962963,3,True,0.0013734448640083134,0,87,False,0.0013148108050857487,3948000,0.01305,0.26133,16,1.27988
514,0.0002962962962962963,0.0002962962962962963,3,True,0.0013861248540137491,0,86,False,0.0015002447640626705,3956000,0.01771,0.25886,16,1.29468
515,0.0002962962962962963,0.0002962962962962963,3,True,0.001379210096229161,0,85,False,0.0013169772761678685,3964000,0.01416,0.25825,16,1.2152
516,0.0002962962962962963,0.0002962962962962963,3,True,0.0013872487651381028,0,84,False,0.0014595967853185778,3972000,0.01586,0.25843,16,1.20974
517,0.0002962962962962963,0.0002962962962962963,3,True,0.0013780978844620828,0,83,False,0.0012957399583779026,3980000,0.01327,0.25992,16,1.26848
518,0.0002962962962962963,0.0002962962962962963,3,True,0.001354383709721456,0,82,False,0.0011409561370558164,3988000,0.0112,0.25861,16,1.21493
519,0.0002962962962962963,0.0002962962962962963,3,True,0.001351058340101163,0,81,False,0.0013211300135185248,3996000,0.0139,0.25989,16,1.20047
520,0.0002962962962962963,0.0002962962962962963,3,True,0.0013902716687527721,0,80,False,0.0017431916266172542,4000000,0.02141,0.25911,16,0.62391
521,0.0002962962962962963,0.0002962962962962963,3,True,0.0013969347461802496,0,79,False,0.0014569024430275473,4008000,0.01678,0.25615,16,1.33171
522,0.0002962962962962963,0.0002962962962962963,3,True,0.0013754664807863702,0,78,False,0.0011822520922414573,4016000,0.01184,0.25381,16,1.27695
523,0.0002962962962962963,0.0002962962962962963,3,True,0.0013466228400989858,0,77,False,0.0010870300739125262,4024000,0.01033,0.25535,16,1.20896
524,0.0002962962962962963,0.0002962962962962963,3,True,0.0013690171414341978,0,76,False,0.0015705658534511046,4032000,0.01748,0.2563,16,1.28721
525,0.0002962962962962963,0.0002962962962962963,3,True,0.0013754272854467628,0,75,False,0.0014331185815598475,4040000,0.01601,0.25948,16,1.21533
526,0.0002962962962962963,0.0002962962962962963,3,True,0.0013534346519609459,0,74,False,0.001155500950588594,4048000,0.01196,0.25658,16,1.21062
527,0.0002962962962962963,0.0002962962962962963,3,True,0.0013439239906327196,0,73,False,0.0012583280386786826,4056000,0.01113,0.25609,16,1.2953
528,0.0002962962962962963,0.0002962962962962963,3,True,0.0013362031136448572,0,72,False,0.0012667152207540954,4064000,0.01297,0.25842,16,1.21929
529,0.0002962962962962963,0.0002962962962962963,3,True,0.0013417414543354508,0,71,False,0.001391586520550793,4072000,0.01613,0.25526,16,1.20924
530,0.0002962962962962963,0.0002962962962962963,3,True,0.0013303884372011807,0,70,False,0.0012282112829927493,4080000,0.01316,0.25995,16,1.21822
531,0.0002962962962962963,0.0002962962962962963,3,True,0.0013275936159672815,0,69,False,0.0013024402248621892,4088000,0.01275,0.25383,16,1.31135
532,0.0002962962962962963,0.0002962962962962963,3,True,0.0013238076710183851,0,68,False,0.001289734166478318,4096000,0.01369,0.25732,16,1.20776
533,0.0002962962962962963,0.0002962962962962963,3,True,0.0013579179319594377,0,67,False,0.0016649102804289107,4100000,0.02175,0.25802,16,0.61729
534,0.0002962962962962963,0.0002962962962962963,3,True,0.0013839555918161242,0,66,False,0.0016182945305263016,4108000,0.01772,0.25725,16,1.28164
535,0.0002962962962962963,0.0002962962962962963,3,True,0.001367654394619976,0,65,False,0.0012209436198546424,4116000,0.013,0.25515,16,1.21523
