corrida,gpi,config,partidas,vitoria_pct,media_movel_5_pct
gpi4000,4000,antiga,10700000,65.375,65.3662
gpi4000,4000,antiga,10800000,65.556,65.416
gpi4000,4000,antiga,10900000,65.434,65.4072
gpi4000,4000,antiga,11000000,65.355,65.4308
gpi4000,4000,antiga,11100000,65.298,65.4036
gpi4000,4000,antiga,11200000,65.297,65.388
gpi4000,4000,antiga,11300000,65.425,65.3618
gpi4000,4000,antiga,11400000,65.406,65.3562
gpi4000,4000,antiga,11500000,65.505,65.3862
gpi4000,4000,antiga,11600000,65.585,65.4436
gpi4000,4000,antiga,11700000,65.719,65.528
gpi4000,4000,antiga,11800000,65.618,65.5666
gpi4000,4000,antiga,11900000,65.534,65.5922
gpi4000,4000,antiga,12000000,65.608,65.6128
gpi4000,4000,antiga,12100000,65.756,65.647
gpi4000,4000,antiga,12200000,65.54,65.6112
gpi4000,4000,antiga,12300000,65.645,65.6166
gpi4000,4000,antiga,12400000,65.585,65.6268
gpi4000,4000,antiga,12500000,65.5,65.6052
gpi4000,4000,antiga,12600000,65.547,65.5634
gpi4000,4000,antiga,12700000,65.528,65.561
gpi4000,4000,antiga,12800000,65.693,65.5706
gpi4000,4000,antiga,12900000,65.533,65.5602
gpi4000,4000,antiga,13000000,65.429,65.546
gpi4000,4000,antiga,13100000,65.689,65.5744
gpi4000,4000,antiga,13200000,65.603,65.5894
gpi4000,4000,antiga,13300000,65.911,65.633
gpi4000,4000,antiga,13400000,65.832,65.6928
gpi4000,4000,antiga,13500000,65.619,65.7308
gpi4000,4000,antiga,13600000,65.663,65.7256
gpi4000,4000,antiga,13700000,65.7,65.745
gpi4000,4000,antiga,13800000,65.654,65.6936
gpi4000,4000,antiga,13900000,65.539,65.635
gpi4000,4000,antiga,14000000,65.888,65.6888
gpi4000,4000,antiga,14100000,65.74,65.7042
gpi4000,4000,antiga,14200000,65.524,65.669
gpi4000,4000,antiga,14300000,65.636,65.6654
gpi4000,4000,antiga,14400000,65.676,65.6928
gpi4000,4000,antiga,14500000,65.793,65.6738
gpi4000,4000,antiga,14600000,65.776,65.681
gpi4000,4000,antiga,14700000,65.991,65.7744
gpi4000,4000,antiga,14800000,65.552,65.7576
gpi4000,4000,antiga,14900000,65.768,65.776
gpi4000,4000,antiga,15000000,65.749,65.7672
gpi4000,4000,antiga,15100000,65.517,65.7154
gpi4000,4000,antiga,15200000,65.45,65.6072
gpi4000,4000,antiga,15300000,65.619,65.6206
gpi4000,4000,antiga,15400000,65.676,65.6022
gpi4000,4000,antiga,15500000,65.665,65.5854
gpi4000,4000,antiga,15600000,65.628,65.6076
gpi4000,4000,antiga,15700000,65.688,65.6552
gpi4000,4000,antiga,15800000,65.535,65.6384
gpi4000,4000,antiga,15900000,65.773,65.6578
gpi4000,4000,antiga,16000000,65.566,65.638
gpi4000,4000,antiga,16100000,65.577,65.6278
gpi4000,4000,antiga,16200000,65.634,65.617
gpi4000,4000,antiga,16300000,65.634,65.6368
gpi4000,4000,antiga,16400000,65.807,65.6436
gpi4000,4000,antiga,16500000,65.415,65.6134
gpi4000,4000,antiga,16600000,65.383,65.5746
gpi4000,4000,antiga,16700000,65.592,65.5662
gpi4000,4000,antiga,16800000,65.499,65.5392
gpi4000,4000,antiga,16900000,65.426,65.463
gpi4000,4000,antiga,17000000,65.503,65.4806
gpi4000,4000,antiga,17100000,65.499,65.5038
gpi4000,4000,antiga,17200000,65.746,65.5346
